Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Voltage_Range,Discharge_Time_Norm,SOH,Delta_SOH,Rolling_DischargeTime,Rolling_SOH
309,1902.08,612.7999999998137,3.972,3.482,4083.5870000002906,5012.39,8483.81,799,0.48999999999999977,0.7328940777559434,0.7185251798561151,-0.000899281,1905.97,0.7203237410071942
310,1898.43,612.7999999998137,3.972,3.483,4076.2929999995977,4976.32,8466.02,798,0.4889999999999999,0.7314876892844757,0.7176258992805755,-0.000899281,1903.084,0.7194244604316546
311,1896.07,608.7999999998137,3.972,3.483,4064.320000000298,4976.32,8493.47,797,0.4889999999999999,0.7305783531768967,0.716726619,-0.000899281,1900.1419999999998,0.7185251798561151
312,1892.16,607.2000000001863,3.972,3.483,4054.720000000671,4976.32,8465.15,796,0.4889999999999999,0.7290717836088313,0.7158273381294964,-0.000899281,1896.9479999999999,0.7176258992805755
313,1901.09,617.5999999996275,3.974,3.484,4040.3519999999553,4976.35,8498.43,795,0.4900000000000002,0.7325126189650522,0.7149280575539568,-0.000899281,1897.966,0.716726619
314,1888.96,608.7999999998137,3.973,3.477,4069.182,4976.38,8464.41,794,0.496,0.7278387854968597,0.7140287769784173,-0.000899281,1895.342,0.7158273381294965
315,1883.59,604,3.972,3.483,4028.350999999792,4940.35,8422.43,793,0.4889999999999999,0.7257696605402072,0.7131294964028777,-0.000899281,1892.3740000000003,0.7149280575539568
316,1881.83,603.5999999996275,3.972,3.484,4016.352000000887,4940.35,8426.42,792,0.488,0.7250915115786228,0.7122302158273381,-0.000899281,1889.5260000000003,0.7140287769784173
317,1878.95,602,3.972,3.484,4004.328000000678,4904.33,8425.19,791,0.488,0.7239818132778484,0.7113309352517986,-0.000899281,1886.884,0.7131294964028777
318,1876.47,598,3.972,3.484,3997.158999999985,4904.36,8403.97,790,0.488,0.7230262397410704,0.710431655,-0.000899281,1881.9599999999998,0.7122302158273381
319,1873.83,600,3.972,3.485,3989.959999999032,4904.36,8403.61,789,0.4870000000000001,0.7220090162986937,0.7095323741007195,-0.000899281,1878.934,0.7113309352517986
320,1872.83,600,3.972,3.485,3980.3909999998286,4904.39,8403.91,788,0.4870000000000001,0.7216237043887026,0.7086330935251799,-0.000899281,1876.782,0.710431655
321,1869.89,596,3.972,3.484,3975.528000000864,4904.33,8430.92,787,0.488,0.7204908873733287,0.7077338129496403,-0.000899281,1874.3940000000002,0.7095323741007195
322,1867.56,598.4000000003725,3.972,3.485,3968.375,4868.38,8413.53,786,0.4870000000000001,0.7195931106230493,0.7068345323741008,-0.000899281,1872.116,0.708633094
323,1866.23,598.4000000003725,3.971,3.485,3962.359,4868.36,8414.62,785,0.4860000000000002,0.7190806457827611,0.7059352517985612,-0.000899281,1870.068,0.7077338129496403
324,1863.84,596.7999999998137,3.971,3.484,3956.328000000678,4868.33,8400.61,784,0.4870000000000001,0.7181597503178823,0.7050359712230215,-0.000899281,1868.0700000000002,0.7068345323741008
325,1860.98,595.2000000001863,3.971,3.485,3946.619000000879,4868.22,8374.91,783,0.4860000000000002,0.7170577582553076,0.704136691,-0.000899281,1865.7,0.7059352517985611
326,1857.06,594,3.97,3.485,3938.343000000343,4868.34,8405.28,782,0.4850000000000003,0.7155473355681423,0.7032374100719424,-0.000899281,1863.134,0.7050359712230215
327,1850.31,585.5939999995753,3.975,3.799,3843.3600000003353,4802.38,8584.86,781,0.17600000000000016,0.7129464801757022,0.7023381294964028,-0.000899281,1859.684,0.7041366906474821
328,1854.38,588,3.965,3.795,3817.0499999998137,4760.25,8481.84,780,0.16999999999999993,0.7145146996493662,0.7014388489208633,-0.000899281,1857.3139999999999,0.7032374100719425
329,1859.09,590,3.969,3.493,3910.743999999948,4832.34,8431.69,779,0.476,0.7163295187454244,0.7005395683453237,-0.000899281,1856.364,0.7023381294964028
330,1858.69,591.2000000001863,3.97,3.488,3932.375,4832.38,8399.56,778,0.4820000000000002,0.7161753939814279,0.6996402877697842,-0.000899281,1855.9060000000002,0.7014388489208633
331,1856.22,592,3.97,3.488,3926.3439999995753,4832.34,8378.56,777,0.4820000000000002,0.7152236735637498,0.6987410071942446,-0.000899281,1855.738,0.7005395683453237
332,1853,590,3.97,3.488,3920.343000000343,4832.34,8382.53,776,0.4820000000000002,0.7139829692135783,0.697841727,-0.000899281,1856.2760000000003,0.6996402877697842
333,1850.34,588,3.969,3.487,3908.311999999918,4832.31,8366.16,775,0.48199999999999976,0.7129580395330019,0.6969424460431655,-0.000899281,1855.468,0.6987410071942446
334,1848.22,590,3.969,3.488,3902.3439999995753,4832.34,8360.34,774,0.48099999999999987,0.7121411782838207,0.6960431654676259,-0.000899281,1853.2939999999999,0.6978417266187049
335,1846.12,586.4000000003725,3.969,3.487,3896.3439999995753,4796.34,8383.66,773,0.48199999999999976,0.7113320232728393,0.6951438848920863,-0.000899281,1850.78,0.6969424460431655
336,1843.81,588,3.969,3.487,3884.3439999995753,4796.34,8386.34,772,0.48199999999999976,0.7104419527607597,0.6942446043165468,-0.000899281,1848.298,0.696043165
337,1841.66,584.7999999998137,3.969,3.488,3878.313000000082,4796.31,8324.81,771,0.48099999999999987,0.7096135321542789,0.6933453237410072,-0.000899281,1846.03,0.6951438848920863
338,1839.88,586,3.969,3.488,3872.375,4796.38,8346.38,770,0.48099999999999987,0.7089276769544947,0.6924460431654677,-0.000899281,1843.938,0.6942446043165468
339,1837.72,583.2000000001863,3.968,3.488,3866.311999999918,4796.31,8345.5,769,0.48,0.7080954032289137,0.6915467625899281,-0.000899281,1841.8380000000002,0.6933453237410072
340,1835.88,584,3.968,3.489,3860.280999999493,4760.28,8357.34,768,0.4790000000000001,0.7073864293145301,0.6906474820143885,-0.000899281,1839.7900000000002,0.6924460431654677
341,1833.81,580,3.968,3.489,3853.0810000002384,4760.28,8361.09,767,0.4790000000000001,0.7065888336608483,0.689748201,-0.000899281,1837.7900000000002,0.6915467625899281
342,1831.38,580,3.968,3.488,3845.943,4760.34,8343.09,766,0.48,0.7056525257195699,0.6888489208633094,-0.000899281,1835.734,0.6906474820143884
343,1829.38,580,3.968,3.489,3838.806000000797,4760.41,8393.69,765,0.4790000000000001,0.7048819018995877,0.6879496402877698,-0.000899281,1833.634,0.689748201
344,1827.03,576,3.968,3.491,3830.311999999918,4724.31,8325.16,764,0.47699999999999987,0.7039764189111085,0.6870503597122302,-0.000899281,1831.4959999999999,0.6888489208633094
345,1825.66,578,3.968,3.491,3824.311999999918,4724.31,8352.19,763,0.47699999999999987,0.7034485415944207,0.6861510791366906,-0.000899281,1829.452,0.6879496402877698
346,1824.03,574.4000000003725,3.967,3.49,3818.313000000082,4724.31,8335.41,762,0.47699999999999987,0.7028204831811351,0.685251799,-0.000899281,1827.4959999999999,0.6870503597122302
347,1822.09,576.7999999998137,3.967,3.49,3812.311999999918,4724.31,8300.81,761,0.47699999999999987,0.7020729780757522,0.6843525179856115,-0.000899281,1825.6380000000001,0.6861510791366906
348,1820.28,574,3.967,3.49,3809.943999999203,4724.34,8301.81,760,0.47699999999999987,0.7013755635186683,0.6834532374100719,-0.000899281,1823.818,0.685251799
349,1818.66,575,3.966,3.491,3802.713000000456,4724.31,8332.47,759,0.4750000000000001,0.7007513582244828,0.6825539568345323,-0.000899281,1822.1439999999998,0.6843525179856116
350,1814.56,569.5999999996275,3.966,3.491,3795.5439999997616,4724.34,8297.91,758,0.4750000000000001,0.699171579,0.6816546762589928,-0.000899281,1819.9240000000002,0.6834532374100719
351,1804.56,564,3.969,3.804,3703.375,4662.38,8502.69,757,0.16500000000000004,0.6953184602936076,0.6807553956834532,-0.000899281,1816.03,0.6825539568345323
352,1824.1,573.5999999996275,3.958,3.804,3620.256000000984,4580.26,8453.73,756,0.15400000000000036,0.7028474550148345,0.6798561151079137,-0.000899281,1816.432,0.6816546762589928
353,1825.76,574.4000000003725,3.962,3.493,3818.352000000887,4724.35,8372.07,755,0.4690000000000003,0.7034870727854198,0.6789568345323741,-0.000899281,1817.5279999999998,0.6807553956834532
354,1823.23,574,3.963,3.493,3824.3519999999553,4724.35,8324.35,754,0.4700000000000002,0.7025122336531422,0.6780575539568345,-0.000899281,1818.4419999999998,0.6798561151079137
355,1819.07,572,3.963,3.492,3817.150999999605,4724.35,8323.26,753,0.4710000000000001,0.700909336,0.677158273,-0.000899281,1819.3439999999998,0.678956835
356,1815.52,568,3.963,3.493,3802.752000001259,4724.35,8302.72,752,0.4700000000000002,0.6995414788271105,0.6762589928057554,-0.000899281,1821.536,0.6780575539568345
357,1813.54,568,3.963,3.493,3788.356000000611,4688.36,8336.64,751,0.4700000000000002,0.698778561,0.6753597122302158,-0.000899281,1819.4240000000002,0.6771582733812951
358,1810.37,564.7999999998137,3.963,3.495,3782.1910000005737,4688.19,8287.65,750,0.46799999999999997,0.697557122,0.6744604316546763,-0.000899281,1816.346,0.6762589928057554
359,1808.32,566,3.963,3.494,3776.352000000887,4688.35,8307.71,749,0.46899999999999986,0.6967672330751743,0.6735611510791367,-0.000899281,1813.364,0.6753597122302158
360,1805.02,564,3.963,3.495,3764.278666666709,4688.29,8278.27,748,0.46799999999999997,0.6954957037722035,0.6726618705035972,-0.000899281,1810.554,0.6744604316546763
361,1802.62,562.9870833344758,3.963,3.496,3758.319999999367,4652.32,8229.79,747,0.4670000000000001,0.6945709551882248,0.6717625899280576,-0.000899281,1807.9739999999997,0.6735611510791367
362,1801.21,560,3.963,3.496,3746.319999999367,4652.32,8286.34,746,0.4670000000000001,0.6940276653951374,0.670863309,-0.000899281,1805.5080000000003,0.6726618705035972
363,1798.53,561.5937999999151,3.963,3.497,3740.319999999367,4652.32,8276.61,745,0.4660000000000002,0.692995029,0.6699640287769785,-0.000899281,1803.14,0.6717625899280575
364,1428,561.5999999996275,3.963,3.497,3734.319999999367,4652.32,8280.19,744,0.4660000000000002,0.5502254074673448,0.6690647482014388,-0.000899281,1727.0760000000002,0.6708633093525179
382,1772.09,546,3.959,3.502,3650.375,4544.38,8273.94,726,0.4570000000000003,0.6828073825761953,0.6528776978417267,-0.01618705,1720.4900000000002,0.6669064748201439
383,1769.95,548,3.959,3.502,3644.3439999995753,4544.34,8239.16,725,0.4570000000000003,0.6819828150888144,0.6519784172661871,-0.000899281,1713.9560000000001,0.6629496402877698
384,1768.42,547,3.959,3.501,3638.359,4544.36,8242.31,724,0.4580000000000002,0.681393288,0.6510791366906474,-0.000899281,1707.398,0.6589928057553956
385,1766.78,544,3.959,3.502,3629.958999998868,4544.36,8248.84,723,0.4570000000000003,0.6807613763341425,0.6501798561151079,-0.000899281,1701.048,0.6550359712230216
386,1765.12,546,3.959,3.503,3622.743999999948,4544.34,8211.36,722,0.45599999999999996,0.680121759,0.6492805755395683,-0.000899281,1768.4720000000002,0.6510791366906474
387,1762.92,542,3.958,3.503,3620.3439999995753,4544.34,8211.55,721,0.45500000000000007,0.6792740723615767,0.6483812949640287,-0.000899281,1766.6380000000001,0.650179856
388,1760.97,542,3.959,3.503,3608.359,4508.36,8218.5,720,0.45599999999999996,0.678522714,0.6474820143884892,-0.000899281,1764.842,0.6492805755395683
389,1759.06,540,3.958,3.503,3602.266,4508.27,8258.59,719,0.45500000000000007,0.6777867683890109,0.6465827338129496,-0.000899281,1762.97,0.6483812949640287
390,1757.83,541,3.958,3.505,3596.313000000082,4508.31,8265.56,718,0.4530000000000003,0.6773128347397217,0.645683453,-0.000899281,1761.1799999999998,0.6474820143884893
391,1752,538,3.958,3.504,3590.360000000336,4508.36,8252.97,717,0.4540000000000002,0.6750664663044734,0.6447841726618705,-0.000899281,1758.556,0.6465827338129496
392,1754.91,538,3.959,3.504,3584.391,4508.39,8236.7,716,0.45500000000000007,0.6761877239625477,0.6438848920863309,-0.000899281,1756.9540000000002,0.645683453
393,1753.62,538,3.958,3.504,3579.513000000268,4508.31,8248.19,715,0.4540000000000002,0.675690672,0.6429856115107914,-0.000899281,1755.484,0.6447841726618705
394,1752.66,540,3.958,3.504,3578.2179999994114,4472.22,8235.11,714,0.4540000000000002,0.6753207721650676,0.6420863309352518,-0.000899281,1754.2040000000002,0.6438848920863309
395,1751.28,537,3.957,3.505,3572.25,4472.25,8234.59,713,0.45199999999999996,0.6747890417292798,0.6411870503597122,-0.000899281,1752.8939999999998,0.6429856115107914
396,1748.78,536,3.957,3.504,3572.375,4472.38,8221,712,0.45299999999999985,0.673825762,0.6402877697841727,-0.000899281,1752.25,0.6420863309352518
397,1746.16,536,3.956,3.506,3560.3226666664705,4472.31,8233.12,711,0.4500000000000002,0.6728162447501252,0.6393884892086331,-0.000899281,1750.5,0.6411870503597122
398,1732.47,528,3.958,3.813,3458.375,4417.38,8386.72,710,0.14500000000000002,0.6675413247023465,0.6384892086330936,-0.000899281,1746.27,0.6402877697841728
399,195323.46,-57819.84067,4.261,3.314,62910.01299999934,74132.99,74132.99,709,0.9470000000000001,75.26045544,0.637589928,-0.000899281,40460.43,0.6393884892086331
400,1781.92,539,3.947,3.525,4205.952000000514,5228.35,9621.86,708,0.42200000000000015,0.6865949986514083,0.6366906474820144,-0.000899281,40466.558000000005,0.6384892086330936
401,1786.72,544,3.952,3.518,3680.321000000462,4580.32,8386.91,707,0.43400000000000016,0.6884444958193657,0.6357913669064749,-0.000899281,40474.146,0.637589928
402,1787.04,544.7999999998137,3.953,3.516,3698.3830000013113,4580.38,8366.43,706,0.43699999999999983,0.6885677956305629,0.6348920863309353,-0.000899281,40482.322,0.6366906474820144
403,1785.15,544,3.953,3.515,3698.350000000559,4580.35,8378.56,705,0.4379999999999997,0.6878395561206797,0.6339928057553957,-0.000899281,40492.85799999999,0.6357913669064749
404,1782.27,544,3.954,3.514,3692.320000000298,4580.32,8358.08,704,0.4400000000000004,0.6867298578199051,0.6330935251798561,-0.000899281,1784.6200000000001,0.6348920863309353
405,1779.13,544,3.954,3.514,3686.225999999792,4580.23,8319.84,703,0.4400000000000004,0.685519978,0.6321942446043165,-0.000899281,1784.062,0.6339928057553956
406,1775.01,541.9845000002533,3.953,3.514,3673.1549999993294,4580.35,8299.84,702,0.43900000000000006,0.6839324933533695,0.6312949640287769,-0.000899281,1781.72,0.6330935251798561
407,1769.18,540,3.953,3.515,3656.226999999024,4544.23,8324.48,701,0.4379999999999997,0.6816861249181212,0.6303956834532374,-0.000899281,1778.148,0.6321942446043165
408,1769.12,538,3.954,3.515,3644.352000000887,4544.35,8243.3,700,0.43900000000000006,0.6816630062035217,0.6294964028776978,-0.000899281,1774.9420000000002,0.6312949640287769
409,1765.82,538.1808000002056,3.954,3.514,3637.120000000112,4544.32,8273.19,699,0.4400000000000004,0.6803914769005509,0.6285971223021583,-0.000899281,1771.652,0.6303956834532374
410,1762.4,536,3.954,3.514,3626.3519999999553,4508.35,8244.49,698,0.4400000000000004,0.6790737101683813,0.6276978417266187,-0.000899281,1768.3059999999998,0.6294964028776977
411,1759.78,536,3.954,3.515,3614.382000000216,4508.38,8302.62,697,0.43900000000000006,0.6780641929642045,0.6267985611510791,-0.000899281,1765.2599999999998,0.6285971223021583
412,1757.77,534,3.953,3.516,3602.3509999997914,4508.35,8285.56,696,0.43699999999999983,0.6772897160251223,0.6258992805755396,-0.000899281,1762.9779999999998,0.6276978417266188
413,1754.22,532,3.953,3.514,3596.296999999322,4508.3,8261.12,695,0.43900000000000006,0.6759218587446537,0.625,-0.000899281,1759.998,0.6267985611510791
414,1751.72,532,3.953,3.515,3584.359,4472.36,8257.03,694,0.4379999999999997,0.6749585789696759,0.6241007194244604,-0.000899281,1757.1780000000003,0.6258992805755396
415,1748.41,531,3.953,3.515,3578.328000000678,4472.33,8248,693,0.4379999999999997,0.6736831965476052,0.6232014388489209,-0.000899281,1754.3799999999999,0.625
416,1746.92,530,3.952,3.516,3572.2809999994934,4472.28,8269.38,692,0.43599999999999994,0.6731090818017185,0.6223021582733813,-0.000899281,1751.8080000000002,0.6241007194244604
417,1743.92,528,3.952,3.516,3565.1279999995604,4472.33,8258.5,691,0.43599999999999994,0.671953146,0.6214028776978417,-0.000899281,1749.038,0.6232014388489209
418,1740.33,528,3.951,3.516,3550.743999999948,4436.34,8231.75,690,0.43500000000000005,0.6705698763148769,0.6205035971223022,-0.000899281,1746.2600000000002,0.6223021582733812
419,1737.62,527,3.951,3.516,3536.359,4436.36,8257.76,689,0.43500000000000005,0.6695256810388008,0.6196043165467626,-0.000899281,1743.44,0.6214028776978417
420,1734.53,524,3.951,3.517,3529.0499999998137,4436.25,8231.27,688,0.43400000000000016,0.6683350672369283,0.6187050359712231,-0.000899281,1740.664,0.6205035971223023
421,1732.38,526,3.951,3.518,3518.311999999918,4436.31,8248.92,687,0.4330000000000003,0.6675066466304473,0.6178057553956835,-0.000899281,1737.756,0.6196043165467626
422,1729.53,522,3.951,3.518,3512.359,4400.36,8228.2,686,0.4330000000000003,0.6664085076869726,0.6169064748201439,-0.000899281,1734.878,0.6187050359712231
423,1716.66,518.406,3.952,3.817,3388.343999999576,4340.34,8435.42,685,0.1349999999999998,0.6614495434053866,0.6160071942446043,-0.000899281,1730.1440000000002,0.6178057553956835
424,1725.44,517.984,3.944,3.815,3356.2820000005886,4292.28,8307.69,684,0.129,0.6648325819751089,0.6151079136690647,-0.000899281,1727.7079999999999,0.6169064748201439
425,1732.84,524,3.949,3.522,3488.3429999994114,4400.34,8257.22,683,0.42700000000000005,0.6676838901090432,0.6142086330935251,-0.000899281,1727.3700000000001,0.6160071942446044
426,1732.5,526,3.95,3.519,3514.742999999784,4400.34,8222.69,682,0.43100000000000005,0.6675528840596462,0.6133093525179856,-0.000899281,1727.3939999999998,0.6151079136690647
429,1729.98,524,3.948,3.524,3452.320000000298,4364.32,8105.44,679,0.42399999999999993,0.6665818980464686,0.6106115107913669,-0.002697842,1727.484,0.6138489208633093
430,1728.58,525,3.95,3.517,3500.319000001065,4400.32,8123.52,678,0.4330000000000003,0.6660424613724809,0.6097122302158273,-0.000899281,1729.868,0.612589928
431,1726.37,522,3.951,3.517,3500.352999999188,4400.35,8191.14,677,0.43400000000000016,0.6651909220514005,0.6088129496402878,-0.000899281,1730.054,0.6113309352517986
432,1723.59,520,3.951,3.517,3488.352999999188,4400.35,8201.06,676,0.43400000000000016,0.6641197549416251,0.6079136690647482,-0.000899281,1728.2039999999997,0.6100719424460432
433,1720.96,521,3.951,3.518,3482.351999999024,4364.35,8202.82,675,0.4330000000000003,0.6631063846183485,0.6070143884892086,-0.000899281,1725.896,0.6088129496402879
434,1719.07,518,3.951,3.518,3471.5550000006333,4364.36,8192.99,674,0.4330000000000003,0.6623781451084653,0.6061151079136691,-0.000899281,1723.714,0.6079136690647482
435,1717.18,517.9948333334178,3.951,3.518,3470.315999998711,4364.32,8218.65,673,0.4330000000000003,0.661649906,0.6052158273381295,-0.000899281,1721.434,0.6070143884892086
436,1714.72,517,3.95,3.518,3464.3520000008866,4364.35,8216.64,672,0.4320000000000004,0.6607020383000038,0.604316547,-0.000899281,1719.104,0.6061151079136691
437,1712.83,516,3.951,3.52,3452.320000000298,4364.32,8194.11,671,0.43100000000000005,0.6599737987901205,0.6034172661870504,-0.000899281,1716.952,0.6052158273381295
438,1712.32,516,3.95,3.519,3449.919999999925,4328.32,8222.49,670,0.43100000000000005,0.65977729,0.6025179856115108,-0.000899281,1715.2239999999997,0.604316547
439,1710.2,516,3.949,3.519,3442.752000001259,4328.35,8202.47,669,0.4299999999999997,0.6589604284668439,0.6016187050359713,-0.000899281,1713.45,0.6034172661870503
440,1708.06,515,3.95,3.518,3435.519999999553,4328.32,8195.65,668,0.4320000000000004,0.6581358609794629,0.6007194244604317,-0.000899281,1711.6259999999997,0.6025179856115108
441,1705.51,514.0266666663811,3.949,3.519,3428.3520000008866,4328.35,8191.24,667,0.4299999999999997,0.6571533156089854,0.5998201438848921,-0.000899281,1709.784,0.6016187050359714
442,1702.42,513,3.949,3.52,3421.158999999054,4328.36,8158.47,666,0.4289999999999998,0.6559627018071128,0.5989208633093526,-0.000899281,1707.702,0.6007194244604317
443,1700.8,512,3.949,3.521,3413.819000000134,4292.22,8183.64,665,0.42799999999999994,0.6553384965129272,0.5980215827338129,-0.000899281,1705.398,0.5998201438848921
444,1698.8,511.7142857145518,3.949,3.52,3404.327999998816,4292.33,8177.67,664,0.4289999999999998,0.6545678726929449,0.5971223021582733,-0.000899281,1703.118,0.5989208633093526
445,1697.72,510,3.948,3.521,3404.360000000336,4292.36,8188.12,663,0.42700000000000005,0.6541517358301545,0.5962230215827338,-0.000899281,1701.05,0.5980215827338129
446,1694.75,508,3.948,3.52,3398.313000000082,4292.31,8187,662,0.42799999999999994,0.6530073594574808,0.5953237410071942,-0.000899281,1698.898,0.5971223021582733
447,1692.55,509.1428571427241,3.948,3.522,3392.344000001438,4292.34,8162.02,661,0.42600000000000016,0.6521596732555003,0.5944244604316546,-0.000899281,1696.9240000000002,0.5962230215827338
448,1691.3,507,3.947,3.522,3380.359000000172,4292.36,8183.94,660,0.42500000000000027,0.6516780333680113,0.5935251798561151,-0.000899281,1695.024,0.5953237410071941
449,1674.42,504,3.946,3.824,3255.234,4207.23,8329.69,659,0.12200000000000033,0.645173968,0.5926258992805755,-0.000899281,1690.148,0.5944244604316546
450,1715.36,510,3.941,3.836,3085.0880000004545,4078.69,8477.98,658,0.10499999999999998,0.6609486379223981,0.591726619,-0.000899281,1693.6760000000002,0.5935251798561151
451,1717.51,514,3.945,3.522,3464.3509999997914,4364.35,8301.95,657,0.42300000000000004,0.661777059,0.5908273381294964,-0.000899281,1698.2279999999998,0.5926258992805755
452,1713.95,512,3.945,3.521,3470.3829999994487,4364.38,8221.73,656,0.42399999999999993,0.6604053481293106,0.5899280575539568,-0.000899281,1702.5080000000003,0.591726619
453,1710.62,511,3.945,3.522,3464.3219999996945,4364.32,8255.39,655,0.42300000000000004,0.6591222594690401,0.5890287769784173,-0.000899281,1706.372,0.5908273381294964
454,1707.93,510,3.945,3.522,3452.351999999024,4328.35,8247.2,654,0.42300000000000004,0.65808577,0.5881294964028777,-0.000899281,1713.0739999999998,0.5899280575539568
455,1704.67,510,3.945,3.523,3440.3199999993667,4328.32,8221.57,653,0.4219999999999997,0.6568296536045929,0.5872302158273381,-0.000899281,1710.9360000000001,0.5890287769784173
456,1700.22,508,3.945,3.524,3428.354999999516,4328.35,8171.97,652,0.4209999999999998,0.6551150156051323,0.5863309352517986,-0.000899281,1707.4779999999998,0.5881294964028776
457,1697.06,506,3.945,3.524,3413.950999999419,4292.35,8195.01,651,0.4209999999999998,0.6538974299695602,0.585431655,-0.000899281,1704.1,0.5872302158273381
458,1693.28,507,3.944,3.523,3404.351999999024,4292.35,8149.89,650,0.4209999999999998,0.6524409509497938,0.5845323741007195,-0.000899281,1700.632,0.5863309352517986
459,1691.55,504,3.944,3.524,3392.320000000298,4292.32,8141.53,649,0.41999999999999993,0.6517743613455091,0.5836330935251799,-0.000899281,1697.3560000000002,0.585431655
460,1689.02,504,3.944,3.524,3386.351,4256.35,8151.33,648,0.41999999999999993,0.6507995222132316,0.5827338129496403,-0.000899281,1694.2259999999999,0.5845323741007195
461,1686.91,502.7142857145518,3.944,3.525,3377.919999999925,4256.32,8137.89,647,0.41900000000000004,0.6499865140831503,0.5818345323741008,-0.000899281,1691.5639999999999,0.5836330935251799
462,1684.54,501.4285714281723,3.944,3.525,3368.3520000008866,4256.35,8154.02,646,0.41900000000000004,0.6490733248564713,0.5809352517985612,-0.000899281,1689.06,0.5827338129496403
463,1681.31,500,3.944,3.525,3362.3520000008866,4256.35,8125.88,645,0.41900000000000004,0.6478287673871999,0.5800359712230215,-0.000899281,1686.666,0.5818345323741008
464,1679.69,500.1428571427241,3.944,3.526,3350.391,4256.39,8137,644,0.41800000000000015,0.6472045620930142,0.579136691,-0.000899281,1684.2940000000003,0.5809352517985611
465,1728.48,542,3.945,3.526,3349.190999998711,4256.39,8118.44,643,0.41900000000000004,0.6660039301814819,0.5782374100719424,-0.000899281,1692.1860000000001,0.5800359712230215
466,1720.55,539.2000000001863,3.942,3.501,3500.3429999994114,4400.34,8300.64,642,0.4410000000000003,0.6629484067352521,0.5773381294964028,-0.000899281,1698.914,0.5791366906474821
467,1713.02,534,3.94,3.504,3470.4529999997467,4364.45,8264.74,641,0.43599999999999994,0.6600470080530189,0.5764388489208633,-0.000899281,1704.61,0.5782374100719424
468,1660.86,489.9946666667238,3.938,3.508,3410.3899999996647,4328.39,8384.06,640,0.43000000000000016,0.6399491388278811,0.5755395683453237,-0.000899281,1700.52,0.5773381294964028
469,1659.72,489,3.94,3.531,3278.359,4184.36,8094.75,639,0.4089999999999998,0.6395098832504912,0.5746402877697842,-0.000899281,1696.5259999999998,0.5764388489208633
470,1660.38,492,3.941,3.531,3277.1899999994785,4184.39,8088.06,638,0.4099999999999997,0.6397641891110855,0.5737410071942446,-0.000899281,1682.9060000000002,0.5755395683453237
471,1656.83,489.1428571427241,3.941,3.531,3278.313,4184.31,8101.11,637,0.4099999999999997,0.6383963318306168,0.572841727,-0.000899281,1670.1619999999998,0.5746402877697842
472,1653.62,486.8571428572759,3.94,3.53,3262.7130000004545,4148.31,8071.52,636,0.41000000000000014,0.6371594805995452,0.5719424460431655,-0.000899281,1658.282,0.5737410071942446
475,1625.38,480,3.935,3.54,3104.254999999888,4004.25,7990.91,633,0.395,0.6262782722613957,0.5692446043165468,-0.002697842,1651.1860000000001,0.5724820143884892
476,1626.72,478.2857142854482,3.936,3.535,3152.320000000298,4040.32,8018.37,632,0.4009999999999998,0.6267945902207837,0.5683453237410072,-0.000899281,1644.586,0.5712230215827339
477,1625.69,480,3.936,3.534,3154.7199999997392,4040.32,8055.58,631,0.40200000000000014,0.6263977189534928,0.5674460431654677,-0.000899281,1637.648,0.5699640287769785
478,1624.67,477,3.936,3.534,3152.3859999999404,4040.39,8057.41,630,0.40200000000000014,0.6260047008053019,0.5665467625899281,-0.000899281,1631.216,0.568705036
479,1622.91,478.7142857145518,3.936,3.534,3147.519999999553,4040.32,8094.72,629,0.40200000000000014,0.6253265518437174,0.5656474820143885,-0.000899281,1625.074,0.5674460431654677
480,1620.77,476,3.936,3.535,3140.351999999956,4040.35,8052.12,628,0.4009999999999998,0.6245019843563364,0.564748201,-0.000899281,1624.152,0.5665467625899281
481,1618.37,474.4285714281723,3.935,3.535,3140.3829999994487,4040.38,8091.77,627,0.3999999999999999,0.6235772357723577,0.5638489208633094,-0.000899281,1622.4820000000002,0.5656474820143884
482,1615.97,472,3.936,3.536,3128.320000000298,4004.32,8074.44,626,0.3999999999999999,0.622652487,0.5629496402877698,-0.000899281,1620.538,0.564748201
483,1613.92,474,3.935,3.536,3122.3199999993667,4004.32,8090.62,625,0.399,0.6218625977728971,0.5620503597122302,-0.000899281,1618.3880000000001,0.5638489208633094
484,1612.12,473,3.934,3.537,3116.3199999993667,4004.32,8044.35,624,0.39700000000000024,0.621169036,0.5611510791366906,-0.000899281,1616.23,0.5629496402877698
485,1610.53,472.2967857141048,3.934,3.538,3111.5509999999776,4004.35,8053.25,623,0.39600000000000035,0.6205563903980271,0.560251799,-0.000899281,1614.182,0.5620503597122302
486,1608.64,471,3.934,3.537,3104.320000000298,4004.32,8018.46,622,0.39700000000000024,0.6198281508881439,0.5593525179856115,-0.000899281,1612.236,0.5611510791366906
487,1606.59,468,3.933,3.538,3104.2259999997914,4004.23,8015.39,621,0.395,0.619038261,0.5584532374100719,-0.000899281,1610.3600000000001,0.560251799
488,1605.22,468,3.934,3.538,3097.1829999992624,3968.38,8055.93,620,0.39600000000000035,0.6185103841559743,0.5575539568345323,-0.000899281,1608.62,0.5593525179856116
